Title,Description,Label
"One Star","False advertisement this is NOT HDMI.","negative"
"THIS IS A COMPLETE P.O.S.","This product is crap. NEW out of box will NOT come out of standby mode. the remote doesn't work the on-board buttons do not work. DO NOT WASTE YOUR MONEY.","negative"
"This dvd player worked but after the 5th time ...","This dvd player worked but after the 5th time i used my exercise dvd it started skipping and left huge scratches that make my dvd unable to be used. They also asked if I wanted to return it. I said yes but I didnt have the box anymore never heard from them since.","negative"
"refund never worked","Does not work never worked please refund and is will buy a new one","negative"
"Didn't last long.","worked for maybe 6 months it was a gift to my mother in law for Christmas.. it eventually just stopped playing disks all together. I picked this one because of the compact size and the decent looking style but when it came to the performance and reliability it just wasnt there. Id invest in a better brand if you want it to last. Dissapointing.","negative"
"One Star","Didn’t work could not even get to turn on. Tossed it because it wasn’t worth my time to return.","negative"
"Craig bad DVD player","It did not work at all the DVD would not load most times and when it did it was all a blur","negative"
"Two Stars","directions are terrible ... it's now a dust collector","negative"
"stopped working after not much use","I bought this DVD player to hook into my projector.  My Roku is connected into my projector and works fine through an HDMI cable but this player only gives me video through the HDMI. I had to hook up the red and white cables for sound. Anyone else have this problem? Update : Someone who read this review helped me with this problem by instructing me to reprogram the settings.Update 10/10/13 : I used this player rarely. Months ago I started having trouble getting it to turn on. The other day it totally stopped working. I watched about one movie every 2 weeks since I've had it. Won't be getting another Craig.","negative"
"One Star","Don't buy it batteries will out last the player.  Not worth it.","negative"
"One Star","Worked for about 3 weeks before just not working any longer.","negative"
"One Star","Don't waste you money.  Disk trey stuck after one use.","negative"
"One Star","Junk","negative"
"Mistake in shipping","Sorry but it was not HDMI as advertised","negative"
"The main reason I decided to buy this machine rather ...","The main  reason I decided to buy this machine rather than others was the fact that it advertised HDMI hook up where most others didn't.  After using it for a while I realized that it was probably ahead of it's time when it came out.  Unfortunately now it's so far behind it's time it can no longer compete with other players.  It is really a pitiful player.","negative"
"Do Not Purchase This Item. These idiots send me ...","Do Not Purchase This Item.These idiots send me a 7-inch portable DVD player with a swivel screen and no HDMI hookup which is one of the main reason why I purchased it i needed it to be a standard DVD player I have a big screen TV don't need a 7-inch screen.","negative"
"One Star","ordered for somebody else","negative"
"I hate it!","I try to play movies on this dreadful thing and it always pauses at some point during the movie and makes a bunch of rotten noises then it starts back up after about 5 long minutes.  I hate it!","negative"
"This thing was so bad I went back to buying Coby","A short lifespan even in the context of cheap DVD players right around 4 months before it just stopped working altogether. This thing was so bad I went back to buying Coby which by itself is a pig with lipstick. If you have the space go with a larger mainstream player.","negative"
"All good EXCEPT the screen pops out!","My daughter bought this and it arrived today. It's easy for her to use (she's 11) a great size and works well... but the screen keeps popping out. We pop it back in and everything is fine but this is only the first day!","negative"
